title,company,location,job_type,sector,min_salary,max_salary,avg_salary,salary_raw,date_posted,url,source
Production Assistant,Anonymous,Lagos,Full Time,Management & Business Development,70000.0,150000.0,110000.0,"NGN 70,000 - 150,000",,https://www.jobberman.com/listings/production-assistant-458q0m,jobberman
Tour Consultant,Jobberman Nigeria Recruitment,Lagos,Full Time,Consulting & Strategy,250000.0,400000.0,325000.0,"NGN 250,000 - 400,000",,https://www.jobberman.com/listings/tour-consultant-z8d6v9,jobberman
Visa Consultant,Jobberman Nigeria Recruitment,Lagos,Full Time,Consulting & Strategy,250000.0,400000.0,325000.0,"NGN 250,000 - 400,000",,https://www.jobberman.com/listings/visa-consultant-d9k6em,jobberman
Customer Service Representative,Zhongxin Network Technology Co. Ltd,Lagos,Full Time,Customer Service & Support,70000.0,150000.0,110000.0,"NGN 70,000 - 150,000",,https://www.jobberman.com/listings/customer-service-representatives-8m5nm0,jobberman
Client Engagement Manager,Maxxconnection Ltd,Lagos,Full Time,Management & Business Development,250000.0,400000.0,325000.0,"NGN 250,000 - 400,000",,https://www.jobberman.com/listings/client-engagement-manager-8m5n40,jobberman
Store Manager,Assorted Goodies Enterprises,Lagos,Full Time,Marketing & Communications,70000.0,150000.0,110000.0,"NGN 70,000 - 150,000",,https://www.jobberman.com/listings/store-manager-9k9gzv,jobberman
Corporate Manager,WASSHA Nigeria Innovative Solutions Ltd,Lagos,Full Time,Management & Business Development,,,,Confidential,,https://www.jobberman.com/listings/corporate-finance-manager-j6rzdg,jobberman
Data Processor,Market Trends International,Lagos,Full Time,Software & Data,70000.0,150000.0,110000.0,"NGN 70,000 - 150,000",,https://www.jobberman.com/listings/data-processor-j6rz7g,jobberman
Assistant Accountant,Market Trends International,Lagos,Full Time,"Accounting, Auditing & Finance",150000.0,250000.0,200000.0,"NGN 150,000 - 250,000",,https://www.jobberman.com/listings/assistant-accountant-k7g0vn,jobberman
Restaurant Manager,Kunbi Lagos Living Limited,Lagos,Full Time,Food Services & Catering,,,,Confidential,,https://www.jobberman.com/listings/restaurant-manager-gm98jk,jobberman
Housekeeping Manager,Kunbi Lagos Living Limited,Lagos,Full Time,Hospitality & Leisure,,,,Confidential,,https://www.jobberman.com/listings/housekeeping-manager-rrv745,jobberman
Junior TikTok Poster,Blossom VA Services,Lagos,Full Time,Marketing & Communications,150000.0,250000.0,200000.0,"NGN 150,000 - 250,000",,https://www.jobberman.com/listings/junior-tiktok-poster-458r0p,jobberman
Media & Marketing Supervisor,Jobberman Nigeria Recruitment,Lagos,Full Time,Marketing & Communications,900000.0,1200000.0,1050000.0,"NGN 900,000 - 1,200,000",,https://www.jobberman.com/listings/media-marketing-supervisor-x82gm0,jobberman
Executive Assistant,KSBC Knowledge Resources Ltd,Lagos,Full Time,Admin & Office,250000.0,400000.0,325000.0,"NGN 250,000 - 400,000",,https://www.jobberman.com/listings/executive-assistant-wr2g00,jobberman
Interior Design & 3D Visualization Trainer,Lagos School of Interior Design (LASID),Lagos,Part Time,Building & Architecture,70000.0,150000.0,110000.0,"NGN 70,000 - 150,000",,https://www.jobberman.com/listings/interior-design-3d-visualization-trainer-0k70ek,jobberman
STEM Instructor,Queenest Recruitment & Support Agency,Lagos,Part Time,"Research, Teaching & Training",70000.0,150000.0,110000.0,"NGN 70,000 - 150,000",,https://www.jobberman.com/listings/stem-instructor-wrp6w0,jobberman
UI/UX Designer,Openforce IT Ltd,Lagos,Part Time,Creative & Design,70000.0,150000.0,110000.0,"NGN 70,000 - 150,000",,https://www.jobberman.com/listings/uiux-star-gifted-talented-9kjxk6,jobberman
Mandarin Language Teacher,Divine Infinity College,Lagos,Part Time,"Research, Teaching & Training",70000.0,150000.0,110000.0,"NGN 70,000 - 150,000",,https://www.jobberman.com/listings/mandarin-language-teacher-rr84g4,jobberman
Social Media Marketing Executive,PC Recruit Nigeria,Lagos,Part Time,Marketing & Communications,70000.0,150000.0,110000.0,"NGN 70,000 - 150,000",,https://www.jobberman.com/listings/social-media-marketing-executive-qz28ze,jobberman
Event Hostesses,Emerald Green Ushering Services,Lagos,Part Time,Customer Service & Support,70000.0,150000.0,110000.0,"NGN 70,000 - 150,000",,https://www.jobberman.com/listings/french-speaking-event-hostesses-9kjwkj,jobberman
Tutor,Gresyndale Legal,Lagos,Part Time,"Research, Teaching & Training",150000.0,250000.0,200000.0,"NGN 150,000 - 250,000",,https://www.jobberman.com/listings/tutors-erv2v6,jobberman
Music Teacher,Mictec Schools,Lagos,Part Time,"Research, Teaching & Training",70000.0,150000.0,110000.0,"NGN 70,000 - 150,000",,https://www.jobberman.com/listings/music-teacher-n9ppgm,jobberman
Music Teacher,Durot Private School,Lagos,Part Time,"Research, Teaching & Training",70000.0,150000.0,110000.0,"NGN 70,000 - 150,000",,https://www.jobberman.com/listings/music-teacher-x8pjkj,jobberman
Field Verification Officers,IJM Global Limited,Lagos,Part Time,Customer Service & Support,70000.0,150000.0,110000.0,"NGN 70,000 - 150,000",,https://www.jobberman.com/listings/field-verification-officers-0kw4qj,jobberman
Driver,MOBOS FASHION,Lagos,Part Time,Driver & Transport Services,150000.0,250000.0,200000.0,"NGN 150,000 - 250,000",,https://www.jobberman.com/listings/driver-45njgr,jobberman
Direct Sales Officer,Bluewave New Energy Technology,Lagos,Part Time,Sales,150000.0,250000.0,200000.0,"NGN 150,000 - 250,000",,https://www.jobberman.com/listings/direct-sales-officer-qz2qq4,jobberman
Campus Sales Manager,Gavice Logistics Limited,Lagos,Part Time,Sales,70000.0,150000.0,110000.0,"NGN 70,000 - 150,000",,https://www.jobberman.com/listings/businesscampus-sales-manager-rr82z8,jobberman
Direct Sales Executive,Purple Training and Consulting,Lagos,Part Time,Sales,70000.0,150000.0,110000.0,"NGN 70,000 - 150,000",,https://www.jobberman.com/listings/direct-sales-executive-6qk0gj,jobberman
Digital Creative Associate,List Find Shop (LFS) Limited,Lagos,Part Time,Marketing & Communications,70000.0,150000.0,110000.0,"NGN 70,000 - 150,000",,https://www.jobberman.com/listings/digital-creative-associate-social-media-content-x8256w,jobberman
Video Editor,Davchord Media,Lagos,Part Time,Creative & Design,150000.0,250000.0,200000.0,"NGN 150,000 - 250,000",,https://www.jobberman.com/listings/video-editor-458xj5,jobberman
Technical Installer,IJM Global Limited,Lagos,Part Time,Engineering & Technology,150000.0,250000.0,200000.0,"NGN 150,000 - 250,000",,https://www.jobberman.com/listings/technical-installer-7j56kq,jobberman
Registered Nurse,Raphael Group,Lagos,Part Time,Medical & Pharmaceutical,70000.0,150000.0,110000.0,"NGN 70,000 - 150,000",,https://www.jobberman.com/listings/registered-nurse-4582zz,jobberman
Supervisor Sage Cloud Accounting,Humble Tiger Professional Services,Lagos,Part Time,"Accounting, Auditing & Finance",70000.0,150000.0,110000.0,"NGN 70,000 - 150,000",,https://www.jobberman.com/listings/supervisor-sage-cloud-accounting-wr28x6,jobberman
Customer Service Representative,O.Peenice Adio Global Enterprise,Lagos,Part Time,Customer Service & Support,150000.0,250000.0,200000.0,"NGN 150,000 - 250,000",,https://www.jobberman.com/listings/customer-service-representative-erq2w5,jobberman
Human Resource Assistant,O.Peenice Adio Global Enterprise,Lagos,Part Time,Human Resources,150000.0,250000.0,200000.0,"NGN 150,000 - 250,000",,https://www.jobberman.com/listings/human-resource-assistant-d9k4nr,jobberman
Personal Assistant,O.Peenice Adio Global Enterprise,Lagos,Part Time,Admin & Office,150000.0,250000.0,200000.0,"NGN 150,000 - 250,000",,https://www.jobberman.com/listings/personal-assistant-pg62jx,jobberman
Business Trainee,O.Peenice Adio Global Enterprise,Lagos,Part Time,Human Resources,150000.0,250000.0,200000.0,"NGN 150,000 - 250,000",,https://www.jobberman.com/listings/business-trainee-qz76xj,jobberman
HR Consultant,Capimore Nigeria,Lagos,Part Time,Human Resources,70000.0,150000.0,110000.0,"NGN 70,000 - 150,000",,https://www.jobberman.com/listings/hr-consultant-erqxkk,jobberman
Social Media Manager,Pwan Xtra Property Investment Ltd,Lagos,Part Time,Marketing & Communications,70000.0,150000.0,110000.0,"NGN 70,000 - 150,000",,https://www.jobberman.com/listings/social-media-manager-qz75kk,jobberman
Marketers / Promoters,MySchool HQ,Lagos,Part Time,Marketing & Communications,,,,Confidential,,https://www.jobberman.com/listings/marketers-promoters-part-time-m0ge8w,jobberman
Client Acquisition Executive,Esson Software Solutions Limited,Lagos,Contract,Marketing & Communications,150000.0,250000.0,200000.0,"NGN 150,000 - 250,000",,https://www.jobberman.com/listings/client-acquisition-executive-qz26jz,jobberman
Product Marketer,Plant and Plate,Lagos,Contract,Marketing & Communications,70000.0,150000.0,110000.0,"NGN 70,000 - 150,000",,https://www.jobberman.com/listings/product-marketers-0k24md,jobberman
Telesales Representative,Crimson Power Ltd,Lagos,Contract,Sales,70000.0,150000.0,110000.0,"NGN 70,000 - 150,000",,https://www.jobberman.com/listings/telesales-inside-sales-solar-energy-solutions-0k2z76,jobberman
Market Growth Analyst,YIP Online Limited,Lagos,Contract,Software & Data,70000.0,150000.0,110000.0,"NGN 70,000 - 150,000",,https://www.jobberman.com/listings/market-growth-analyst-k78dxj,jobberman
React Mobile Developer,YIP Online Limited,Lagos,Contract,Software & Data,150000.0,250000.0,200000.0,"NGN 150,000 - 250,000",,https://www.jobberman.com/listings/react-mobile-developer-gmwkde,jobberman
Program Manager,Catering to Africans In Need,Lagos,Contract,Product & Project Management,250000.0,400000.0,325000.0,"NGN 250,000 - 400,000",,https://www.jobberman.com/listings/program-manager-n9pn40,jobberman
Production Operative,Sika Nigeria,Lagos,Contract,Engineering & Technology,70000.0,150000.0,110000.0,"NGN 70,000 - 150,000",,https://www.jobberman.com/listings/production-operative-j6q78e,jobberman
Fundraising and Partnerships Manager,Catering to Africans In Need,Lagos,Contract,Management & Business Development,250000.0,400000.0,325000.0,"NGN 250,000 - 400,000",,https://www.jobberman.com/listings/fundraising-and-partnerships-manager-wrp5dk,jobberman
Truck Driver,Sika Nigeria,Lagos,Contract,Driver & Transport Services,150000.0,250000.0,200000.0,"NGN 150,000 - 250,000",,https://www.jobberman.com/listings/truck-driver-d97jv5,jobberman
Management Science Tutor,Worklyn Global,Lagos,Contract,"Research, Teaching & Training",70000.0,150000.0,110000.0,"NGN 70,000 - 150,000",,https://www.jobberman.com/listings/private-tutor-management-science-courses-n9pz0r,jobberman
Field Marketer,Nineplanet 10 Global Limited,Lagos,Contract,Marketing & Communications,70000.0,150000.0,110000.0,"NGN 70,000 - 150,000",,https://www.jobberman.com/listings/field-marketer-6qdmwp,jobberman
Mixologist,Jotani Living Enterprise,Lagos,Contract,Hospitality & Leisure,70000.0,150000.0,110000.0,"NGN 70,000 - 150,000",,https://www.jobberman.com/listings/mixologistbar-tender-x8px24,jobberman
Architect/Project Supervisor,Branda,Lagos,Contract,Building & Architecture,150000.0,250000.0,200000.0,"NGN 150,000 - 250,000",,https://www.jobberman.com/listings/architect-project-supervisor-urgently-pg6kx2,jobberman
Front Desk Officer,Jotani Living Enterprise,Lagos,Contract,Admin & Office,70000.0,150000.0,110000.0,"NGN 70,000 - 150,000",,https://www.jobberman.com/listings/front-desk-officer-rr85vg,jobberman
Business Development Executive,AacePelMedic Limited,Lagos,Contract,Sales,70000.0,150000.0,110000.0,"NGN 70,000 - 150,000",,https://www.jobberman.com/listings/emr-business-development-executive-gmw8v0,jobberman
Housekeeper,Jotani Living Enterprise,Lagos,Contract,Hospitality & Leisure,70000.0,150000.0,110000.0,"NGN 70,000 - 150,000",,https://www.jobberman.com/listings/housekeeper-2k0w6p,jobberman
Fridge Technician,M and Gee Royal Enterprises,Lagos,Contract,Engineering & Technology,70000.0,150000.0,110000.0,"NGN 70,000 - 150,000",,https://www.jobberman.com/listings/fridge-technician-on-demand-services-n9p02k,jobberman
Cleaner/Home Help,M and Gee Royal Enterprises,Lagos,Contract,Trades & Services,70000.0,150000.0,110000.0,"NGN 70,000 - 150,000",,https://www.jobberman.com/listings/cleaner-home-help-on-demand-services-vdw9xx,jobberman
Handyman,M and Gee Royal Enterprises,Lagos,Contract,Trades & Services,70000.0,150000.0,110000.0,"NGN 70,000 - 150,000",,https://www.jobberman.com/listings/handyman-on-demand-services-7jwx9g,jobberman
Sales Development Representative,ETAP,Lagos,Contract,Sales,150000.0,250000.0,200000.0,"NGN 150,000 - 250,000",,https://www.jobberman.com/listings/sales-development-representative-rr8669,jobberman
Field Manager,DevRecruit Consulting Limited,Lagos,Contract,Consulting & Strategy,70000.0,150000.0,110000.0,"NGN 70,000 - 150,000",,https://www.jobberman.com/listings/field-partnership-manager-z8pz0k,jobberman
Cleaner,BSS Consulting Ltd,Lagos,Contract,Trades & Services,70000.0,150000.0,110000.0,"NGN 70,000 - 150,000",,https://www.jobberman.com/listings/cleaner-gmwdqk,jobberman
Sales Trainer,BashleeNG,Lagos,Contract,"Research, Teaching & Training",250000.0,400000.0,325000.0,"NGN 250,000 - 400,000",,https://www.jobberman.com/listings/sales-trainer-sales-manager-7jw088,jobberman
Personal Assistant,Lopterra Services,Lagos,Contract,Admin & Office,250000.0,400000.0,325000.0,"NGN 250,000 - 400,000",,https://www.jobberman.com/listings/personal-assistant-vdwgvg,jobberman
Electrician,M and Gee Royal Enterprises,Lagos,Contract,Trades & Services,70000.0,150000.0,110000.0,"NGN 70,000 - 150,000",,https://www.jobberman.com/listings/electrician-on-demand-service-k78pdj,jobberman
Business Development Associate,Bridges Diagnostics Limited,Lagos,Contract,Marketing & Communications,70000.0,150000.0,110000.0,"NGN 70,000 - 150,000",,https://www.jobberman.com/listings/business-development-associate-d972vr,jobberman
Plumber,M and Gee Royal Enterprises,Lagos,Contract,Trades & Services,70000.0,150000.0,110000.0,"NGN 70,000 - 150,000",,https://www.jobberman.com/listings/plumber-45n022,jobberman
Character Designer and Illustrator,Tingo Afrika,Lagos,Contract,Creative & Design,250000.0,400000.0,325000.0,"NGN 250,000 - 400,000",,https://www.jobberman.com/listings/character-designer-and-illustrator-j6qp0z,jobberman
Food Cost Controller,Hotel Emergency Room,Lagos,Contract,"Accounting, Auditing & Finance",150000.0,250000.0,200000.0,"NGN 150,000 - 250,000",,https://www.jobberman.com/listings/food-cost-controller-analyst-7jw74e,jobberman
Spa Therapist,Jotani Living Enterprise,Lagos,Contract,Hospitality & Leisure,70000.0,150000.0,110000.0,"NGN 70,000 - 150,000",,https://www.jobberman.com/listings/spa-therapist-5pdpz0,jobberman
Training Facilitator,The Moment of Truth Nigeria,Lagos,Contract,"Research, Teaching & Training",150000.0,250000.0,200000.0,"NGN 150,000 - 250,000",,https://www.jobberman.com/listings/facilitator-9k9q6w,jobberman
Affiliate Marketer,Unique Motors,Lagos,Contract,Sales,,,,NGN Commission Only,,https://www.jobberman.com/listings/affiliate-marketer-x8pp7v,jobberman
Electrical Technician,M and Gee Royal Enterprises,Lagos,Contract,Engineering & Technology,70000.0,150000.0,110000.0,"NGN 70,000 - 150,000",,https://www.jobberman.com/listings/electrical-technician-45nd88,jobberman
Field Marketing & Awareness Representative,Raphael Group,Lagos,Contract,Marketing & Communications,70000.0,150000.0,110000.0,"NGN 70,000 - 150,000",,https://www.jobberman.com/listings/field-marketing-awareness-representative-gmwwqm,jobberman
People Operations Officer,People Access Ltd,Lagos,Contract,Human Resources,400000.0,600000.0,500000.0,"NGN 400,000 - 600,000",,https://www.jobberman.com/listings/people-operations-officer-9kj9gj,jobberman
Human Resources Coordinator,Hotel Emergency Room,Lagos,Contract,Human Resources,150000.0,250000.0,200000.0,"NGN 150,000 - 250,000",,https://www.jobberman.com/listings/human-resources-coordinator-z8p4w9,jobberman
Production Supervisor,Hotel Emergency Room,Lagos,Contract,Management & Business Development,250000.0,400000.0,325000.0,"NGN 250,000 - 400,000",,https://www.jobberman.com/listings/production-supervisor-d97wmm,jobberman
Supervisor,Hotel Emergency Room,Lagos,Contract,Customer Service & Support,150000.0,250000.0,200000.0,"NGN 150,000 - 250,000",,https://www.jobberman.com/listings/front-of-house-supervisor-6qd68p,jobberman
Relationship Manager,Gabtar Investment Ltd,Lagos,Contract,Sales,70000.0,150000.0,110000.0,"NGN 70,000 - 150,000",,https://www.jobberman.com/listings/relationship-manager-8m5qjz,jobberman
